"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
135,"1","2024-10-24T15:52:25.348840Z",133,"http://localhost:8081/GB.477641.A-012.png","[{""x"":40.45,""y"":26.23,""width"":42.84,""height"":44.87,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":3508,""original_height"":2592},{""x"":62.57,""y"":56.67,""width"":31.24,""height"":28.01,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":3508,""original_height"":2592}]",6.229,"2024-10-24T15:52:25.348864Z"
136,"1","2024-10-24T15:52:42.348391Z",134,"http://localhost:8081/GB.479651.A-006.png","[{""x"":22.34,""y"":12.4,""width"":60.53,""height"":41.9,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":52.74,""y"":49.32,""width"":30.05,""height"":36.29,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":22.11,""y"":63.14,""width"":29.59,""height"":12.29,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",16.597,"2024-10-24T15:52:42.348414Z"
137,"1","2024-10-24T15:52:58.053955Z",135,"http://localhost:8081/GB.479651.A-007.png","[{""x"":24.19,""y"":52.19,""width"":60.15,""height"":30.36,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":31.52,""y"":16.85,""width"":48.34,""height"":21.47,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",15.303,"2024-10-24T15:52:58.053988Z"
138,"1","2024-10-24T15:53:11.701214Z",136,"http://localhost:8081/GB.479651.A-008.png","[{""x"":27.39,""y"":34.24,""width"":33.33,""height"":27.02,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":58.45,""y"":3.85,""width"":24.65,""height"":26.62,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":29.9,""y"":5.13,""width"":17.55,""height"":22.12,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":56.37,""y"":34.12,""width"":28.32,""height"":13.71,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":67.86,""y"":48.12,""width"":9.99,""height"":13.31,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",13.206,"2024-10-24T15:53:11.701231Z"
139,"1","2024-10-24T15:53:47.162428Z",137,"http://localhost:8081/GB.480730.A-007.png","[{""x"":44.340200840389485,""y"":12.859999999999996,""width"":50.59358088219737,""height"":49.16144327370734,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":54.51,""y"":65.51,""width"":17.36,""height"":15.45,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",35.059,"2024-10-24T15:53:47.162448Z"
140,"1","2024-10-24T15:54:03.875128Z",138,"http://localhost:8081/GB.480730.A-008.png","[{""x"":8.18443313034508,""y"":13.65,""width"":62.645566869654935,""height"":50.93999999999998,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":20.49,""y"":67.82,""width"":35.53,""height"":14.62,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",16.324,"2024-10-24T15:54:03.875145Z"
141,"1","2024-10-24T15:54:14.688883Z",139,"http://localhost:8081/GB.480730.A-009.png","[{""x"":25.96,""y"":9.69,""width"":41.05,""height"":43.67,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":69.25,""y"":16.76,""width"":12.08,""height"":16.13,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":67.82,""y"":40.45,""width"":15.08,""height"":7.9,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",10.376,"2024-10-24T15:54:14.688915Z"
142,"1","2024-10-24T15:54:28.172426Z",140,"http://localhost:8081/GB.480730.A-010.png","[{""x"":48.66,""y"":14.02,""width"":42.52,""height"":39.99,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":52.51,""y"":56.66,""width"":31.62,""height"":28.54,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",13.054,"2024-10-24T15:54:28.172442Z"
143,"1","2024-10-24T15:54:45.872693Z",141,"http://localhost:8081/GB.480730.A-011.png","[{""x"":6.772034874047453,""y"":15.140000000000004,""width"":57.197965125952564,""height"":43.98999999999998,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":21.88,""y"":60.46,""width"":21.26,""height"":25.14,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",17.294,"2024-10-24T15:54:45.872709Z"
144,"1","2024-10-24T15:54:58.304664Z",142,"http://localhost:8081/GB.480730.A-012.png","[{""x"":25.74,""y"":12.22,""width"":34.75,""height"":38.16,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":59.59,""y"":34.25,""width"":23.18,""height"":14.55,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":61.29,""y"":21.5,""width"":20.02,""height"":9.74,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",12.038,"2024-10-24T15:54:58.304687Z"
145,"1","2024-10-24T15:55:24.470208Z",143,"http://localhost:8081/GB.484640.A-003.png","[{""x"":24.8368313866427,""y"":25.399999999999928,""width"":58.295930251905084,""height"":17.202938005390806,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":60.26,""y"":50.51,""width"":15.7,""height"":33.18,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":32.64,""y"":50.26,""width"":12.92,""height"":30.62,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",25.726,"2024-10-24T15:55:24.470226Z"
146,"1","2024-10-24T15:55:45.073328Z",144,"http://localhost:8081/GB.484640.A-004.png","[{""x"":26.39,""y"":55.7,""width"":56.52,""height"":15.96,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":26.39,""y"":20.24,""width"":56.56,""height"":15.71,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":63.12,""y"":41.25,""width"":12.38,""height"":7.73,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":32.75,""y"":41.7,""width"":11.03,""height"":5.9,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":66.55,""y"":78.76,""width"":10.49,""height"":5.73,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":32.83,""y"":76.88,""width"":11.19,""height"":10.15,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",20.194,"2024-10-24T15:55:45.073348Z"
147,"1","2024-10-24T15:56:11.491149Z",145,"http://localhost:8081/GB.484640.A-005.png","[{""x"":35.84,""y"":35.35,""width"":15.12,""height"":26.11,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":60.19,""y"":4.3,""width"":13.12,""height"":25.4,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":31.6,""y"":3.96,""width"":12.77,""height"":25.46,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":55.86,""y"":38.68,""width"":27.04,""height"":7.3,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":55.83,""y"":52.25,""width"":24.96,""height"":5.93,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":75.04,""y"":21.81,""width"":10.46,""height"":5.16,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":48.57,""y"":7.41,""width"":6.52,""height"":5.7,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":48.8,""y"":21.64,""width"":4.98,""height"":5.07,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":78.82,""y"":7.04,""width"":4.82,""height"":4.85,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",26.013,"2024-10-24T15:56:11.491187Z"
148,"1","2024-10-24T15:56:23.152259Z",146,"http://localhost:8081/GB.486836.A-003.png","[{""x"":27.97,""y"":50.06,""width"":52.31,""height"":25.34,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":38.43,""y"":15.28,""width"":32.91,""height"":18.42,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",11.226,"2024-10-24T15:56:23.152276Z"
149,"1","2024-10-24T15:57:22.626878Z",147,"http://localhost:8081/GB.491364.A-003.png","[{""x"":21.369999999999997,""y"":19.329999999999963,""width"":59.67199128148813,""height"":59.059999999999924,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":41.71,""y"":19.56,""width"":14.81,""height"":16.96,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":41.01,""y"":39.88,""width"":11.69,""height"":11.4,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",59.037,"2024-10-24T15:57:22.626917Z"
150,"1","2024-10-24T15:57:54.041852Z",148,"http://localhost:8081/GB.495582.A-017.png","[{""x"":21.48999999999999,""y"":19.930000000000003,""width"":71.96036338225016,""height"":58.84000000000002,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",13.787,"2024-10-24T15:57:54.041869Z"
151,"1","2024-10-24T15:58:25.838414Z",149,"http://localhost:8081/GB.495582.A-018.png","[{""x"":6.259999999999969,""y"":19.858867924528294,""width"":77.71999999999989,""height"":49.517924528301975,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",31.398,"2024-10-24T15:58:25.838432Z"
152,"1","2024-10-24T15:58:40.981952Z",150,"http://localhost:8081/GB.495582.A-019.png","[{""x"":29.13,""y"":2.586603773584906,""width"":49.99999999999998,""height"":59.293396226415084,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",14.723,"2024-10-24T15:58:40.981973Z"
153,"1","2024-10-24T15:59:20.537745Z",151,"http://localhost:8081/GB.495582.A-020.png","[{""x"":31.979999999999993,""y"":14.220000000000004,""width"":63.112761638547795,""height"":66.99000000000001,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",39.166,"2024-10-24T15:59:20.537763Z"
154,"1","2024-10-24T15:59:45.078820Z",152,"http://localhost:8081/GB.495582.A-021.png","[{""x"":6.589636617749826,""y"":16.219999999999995,""width"":66.3303633822502,""height"":64.34247978436655,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",24.158,"2024-10-24T15:59:45.078842Z"
155,"1","2024-10-24T15:59:52.233855Z",153,"http://localhost:8081/GB.495582.A-022.png","[{""x"":26.16,""y"":7.1,""width"":54.59,""height"":51.11,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",6.704,"2024-10-24T15:59:52.233886Z"
156,"1","2024-10-24T16:00:37.583826Z",154,"http://localhost:8081/GB.495582.A-023.png","[{""x"":36,""y"":16.249999999999996,""width"":57.602761638547825,""height"":66.1920754716981,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",44.933,"2024-10-24T16:00:37.583844Z"
157,"1","2024-10-24T16:01:11.036719Z",155,"http://localhost:8081/GB.495582.A-024.png","[{""x"":6.589636617749825,""y"":17.419999999999998,""width"":65.91036338225024,""height"":67.25846361185985,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",33.059,"2024-10-24T16:01:11.036743Z"
158,"1","2024-10-24T16:01:21.577923Z",156,"http://localhost:8081/GB.495582.A-025.png","[{""x"":26.39,""y"":8.55,""width"":54.82,""height"":47.83,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",10.14,"2024-10-24T16:01:21.577943Z"
159,"1","2024-10-24T16:01:30.926898Z",157,"http://localhost:8081/GB.496119.A-009.png","[{""x"":16.78,""y"":49.71,""width"":65.43,""height"":30.44,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":23.19,""y"":13.68,""width"":50.58,""height"":31.13,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",8.978,"2024-10-24T16:01:30.926925Z"
160,"1","2024-10-24T16:01:55.073270Z",158,"http://localhost:8081/GB.496119.A-010.png","[{""x"":26.23,""y"":20.44,""width"":54.59,""height"":33.07,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":26.16,""y"":57.38,""width"":57.41,""height"":20.41,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",9.922,"2024-10-24T16:01:55.073292Z"
161,"1","2024-10-24T16:02:10.099268Z",159,"http://localhost:8081/GB.496119.A-011.png","[{""x"":57.9,""y"":33.89,""width"":24.54,""height"":28.68,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":32.98,""y"":5.12,""width"":26.31,""height"":24.09,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":29.74,""y"":37.21,""width"":24.58,""height"":22.04,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":61.89,""y"":3.86,""width"":16.32,""height"":25.58,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",14.623,"2024-10-24T16:02:10.099311Z"
162,"1","2024-10-24T16:02:33.071893Z",160,"http://localhost:8081/GB.496204.A-004.png","[{""x"":26.35,""y"":15.62,""width"":60.73,""height"":37.03,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":24.15,""y"":52.74,""width"":62.69,""height"":31.07,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",22.559,"2024-10-24T16:02:33.071926Z"
163,"1","2024-10-24T16:04:52.689421Z",161,"http://localhost:8081/GB.496204.A-005.png","[{""x"":38.27,""y"":16.88,""width"":44.48,""height"":37.26,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":41.71,""y"":59.98,""width"":38,""height"":22.29,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":18.629999999999875,""y"":58.20880823863922,""width"":11.649360017266439,""height"":11.852383522721016,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":19.99037863846478,""y"":44.35999999999983,""width"":9.939621361535117,""height"":10.969447443174783,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":19.98000000000001,""y"":31.35999999999999,""width"":8.27963661774982,""height"":12.740000000000002,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":20.41,""y"":17.45,""width"":9.72,""height"":12.66,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":15.82,""y"":72.26,""width"":11.88,""height"":9.72,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",62.655,"2024-10-24T16:04:52.689442Z"
164,"1","2024-10-24T16:05:04.464854Z",162,"http://localhost:8081/GB.496204.A-006.png","[{""x"":28.12,""y"":33.21,""width"":29.78,""height"":27.28,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":57.75,""y"":33.55,""width"":25.39,""height"":28.16,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":28.97,""y"":4.45,""width"":30.29,""height"":19.38,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":63.73,""y"":5.39,""width"":18.94,""height"":17.19,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":61.42,""y"":26.48,""width"":11.42,""height"":6.41,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":40.55,""y"":25.26,""width"":10.57,""height"":6.84,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":51.04,""y"":27.51,""width"":11,""height"":6.39,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":29.36,""y"":25.83,""width"":10.38,""height"":6.04,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":73.77,""y"":27.71,""width"":8.68,""height"":6.47,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",11.217,"2024-10-24T16:05:04.464885Z"
165,"1","2024-10-24T16:06:15.688803Z",163,"http://localhost:8081/GB.501859.A-004.png","[{""x"":28.61,""y"":38.11,""width"":13.91,""height"":12.36,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":23.780000000000005,""y"":14.330000000000013,""width"":22.990000000000023,""height"":13.033315363881389,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":24.350000000000016,""y"":61.622102425876,""width"":19.653923016510817,""height"":11.777897574123953,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":57.7316635899145,""y"":37.180000000000035,""width"":19.71245188531921,""height"":13.328544474393514,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":58.91000000000003,""y"":14.640000000000008,""width"":17.299999999999997,""height"":11.460377358490556,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":58.432644344042195,""y"":61.22000000000002,""width"":18.427355655957726,""height"":11.594231805929894,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",70.803,"2024-10-24T16:06:15.688831Z"
166,"1","2024-10-24T16:06:24.241178Z",164,"http://localhost:8081/GB.502004.A-004.png","[{""x"":16.09,""y"":52.62,""width"":55.25,""height"":29.73,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":21.26,""y"":10.23,""width"":36.65,""height"":30.19,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":16.09,""y"":38.57,""width"":36.57,""height"":16.62,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",8.155,"2024-10-24T16:06:24.241209Z"
167,"1","2024-10-24T16:06:34.080188Z",165,"http://localhost:8081/GB.505944.A-006.png","[{""x"":25.35,""y"":23.4,""width"":48.84,""height"":59.89,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",9.436,"2024-10-24T16:06:34.080213Z"
168,"1","2024-10-24T16:07:02.300685Z",166,"http://localhost:8081/GB.505944.A-007.png","[{""x"":27.860000000000003,""y"":51.870000000000005,""width"":53.6081439513626,""height"":34.67587601078166,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":27.33,""y"":18.13,""width"":42.07,""height"":31.3,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",27.807,"2024-10-24T16:07:02.300705Z"
169,"1","2024-10-24T16:07:17.123520Z",167,"http://localhost:8081/GB.505944.A-008.png","[{""x"":33.53,""y"":38.43,""width"":48.5,""height"":22.01,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":55.320000000000135,""y"":4.219999999999997,""width"":28.808589399231977,""height"":24.659999999999982,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":27.7,""y"":7.67,""width"":25.66,""height"":21.12,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",14.382,"2024-10-24T16:07:17.123537Z"
170,"1","2024-10-24T16:07:42.296680Z",168,"http://localhost:8081/GB.505944.A-009.png","[{""x"":21.311627899237962,""y"":15.54,""width"":65.33837210076207,""height"":65.99000000000001,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",24.743,"2024-10-24T16:07:42.296706Z"
171,"1","2024-10-24T16:07:59.564228Z",169,"http://localhost:8081/GB.505944.A-010.png","[{""x"":36.92,""y"":15.54,""width"":44.52,""height"":33.58,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":39.24,""y"":53.99,""width"":42.71,""height"":33.55,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",16.82,"2024-10-24T16:07:59.564244Z"
172,"1","2024-10-24T16:08:14.251781Z",170,"http://localhost:8081/GB.505944.A-011.png","[{""x"":27.35,""y"":32.7,""width"":53.55,""height"":28.99,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":56.56,""y"":4.45,""width"":26.97,""height"":20.95,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":27.2,""y"":4.82,""width"":25.66,""height"":20.13,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",14.165,"2024-10-24T16:08:14.251796Z"
173,"1","2024-10-24T16:08:18.135835Z",171,"http://localhost:8081/GB.507414.A-003.png","[{""x"":21.26,""y"":26.4,""width"":58.45,""height"":39.48,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",3.483,"2024-10-24T16:08:18.135854Z"
174,"1","2024-10-24T16:08:54.981832Z",172,"http://localhost:8081/GB.511875.A-004.png","[{""x"":46.41,""y"":11.74,""width"":38.7,""height"":23.35,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":66.70999999999924,""y"":41.19420831249435,""width"":26.126526180422427,""height"":21.205791687505094,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":66.81999999999944,""y"":71.36280554166262,""width"":26.083323652576063,""height"":12.020090302089741,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",36.425,"2024-10-24T16:08:54.981849Z"
175,"1","2024-10-24T16:09:15.829824Z",173,"http://localhost:8081/GB.511875.A-005.png","[{""x"":27.2,""y"":13.83,""width"":35.3,""height"":24.09,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":7.232034874047454,""y"":40.33999999999995,""width"":38.13796512595257,""height"":24.48999999999998,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":7.049636617749826,""y"":71.74999999999996,""width"":41.100363382250166,""height"":16.419999999999995,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":7.232034874047455,""y"":16.589999999999996,""width"":10.627965125952556,""height"":20.949999999999992,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",20.439,"2024-10-24T16:09:15.829853Z"
176,"1","2024-10-24T16:09:22.498481Z",174,"http://localhost:8081/GB.511875.A-006.png","[{""x"":46.03,""y"":20.95,""width"":20.02,""height"":20.58,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":26.16,""y"":33.15,""width"":17.86,""height"":17.42,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":26.16,""y"":13.23,""width"":18.13,""height"":15.82,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":71.41,""y"":21.72,""width"":12.31,""height"":19.78,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",6.259,"2024-10-24T16:09:22.498506Z"
177,"1","2024-10-24T16:09:35.244620Z",175,"http://localhost:8081/GB.512507.A-003.png","[{""x"":27.7,""y"":48.29,""width"":30.71,""height"":33.72,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":50.08,""y"":30.27,""width"":30.86,""height"":24.83,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":26.89,""y"":10.66,""width"":31.06,""height"":24.34,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":58.14,""y"":53.96,""width"":24.04,""height"":22.83,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":59.1,""y"":11.37,""width"":18.67,""height"":14.37,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":28.55,""y"":37.09,""width"":19.06,""height"":11.32,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",12.339,"2024-10-24T16:09:35.244643Z"
178,"1","2024-10-24T16:09:52.930529Z",176,"http://localhost:8081/GB.513640.A-004.png","[{""x"":60.46,""y"":31.36,""width"":25.69,""height"":51.94,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":40.86000000000001,""y"":13.4,""width"":52.272761638547784,""height"":19.730000000000008,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":21.68,""y"":56.44,""width"":30.48,""height"":28.73,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":23.38,""y"":36.43,""width"":30.83,""height"":18.13,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",17.265,"2024-10-24T16:09:52.930554Z"
179,"1","2024-10-24T16:10:37.085200Z",177,"http://localhost:8081/GB.513640.A-005.png","[{""x"":8.676831386642707,""y"":19.329999999999995,""width"":55.633168613357334,""height"":14.969999999999995,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":20.49,""y"":40.48,""width"":27.82,""height"":22.72,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":48.190000000000005,""y"":37.0411051212938,""width"":20.140000000000015,""height"":17.518894878706213,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":48.49999999999984,""y"":63.77202348918666,""width"":19.369999999999965,""height"":17.84797651081316,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":24.54,""y"":70.61,""width"":22.11,""height"":11.55,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":70.22,""y"":40.25,""width"":14.35,""height"":13.8,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",43.74,"2024-10-24T16:10:37.085224Z"
